Name,Price,Kilometers,Fuel
2020 Mercedes-Benz GLS 400d 4MATIC [2020-2023],Rs. 74.5 Lakh,"23,000",Diesel
2022 Skoda Kushaq Style 1.0L TSI AT,Rs. 12.9 Lakh,"29,000",Petrol
2021 Kia Sonet GTX Plus 1.0 iMT [2020-2021],Rs. 8.06 Lakh,"68,591",Petrol
2015 BMW 3 Series GT 320d Luxury Line [2014-2016],Rs. 19.5 Lakh,"51,000",Diesel
2023 Mercedes-Benz GLS 400d 4MATIC [2020-2023],Rs. 88.5 Lakh,"86,000",Diesel
2016 Toyota Fortuner 3.0 4x4 MT,Rs. 14.9 Lakh,"95,000",Diesel
2023 Mercedes-Benz GLS 400d 4MATIC [2020-2023],Rs. 100 Lakh,"50,000",Diesel
2021 Volvo XC40 T4 R-Design,Rs. 29.5 Lakh,"34,000",Petrol
2015 Hyundai i10 1.2 L Kappa Magna Special Edition,Rs. 3.25 Lakh,"44,023",Petrol
2019 Land Rover Range Rover Sport HSE 2.0 Petrol,Rs. 58 Lakh,"85,012",Petrol
2023 BMW 6-Series GT 630i M Sport [2021-2023],Rs. 59.5 Lakh,"18,300",Petrol
2017 Renault Kwid 1.0 RXT [2016-2019],Rs. 2.74 Lakh,"22,158",Petrol
2018 BMW 3-Series 320d Sport Shadow Edition,Rs. 19.9 Lakh,"76,246",Diesel
2021 Tata Tiago XZ Plus [2020-2023],Rs. 5.12 Lakh,"42,923",Petrol
2018 Jeep Compass Limited (O) 2.0 Diesel [2017-2020],Rs. 7.5 Lakh,"81,280",Diesel
2018 Maruti Suzuki Ciaz Delta 1.4 MT,Rs. 6 Lakh,"76,178",Petrol
2012 Maruti Suzuki Swift VXi,Rs. 3.22 Lakh,"66,677",Petrol
2022 Maruti Suzuki Vitara Brezza ZXi,Rs. 9.11 Lakh,"25,000",Petrol
2019 Tata Harrier XZ [2019-2020],Rs. 10.25 Lakh,"63,000",Diesel
2017 Maruti Suzuki DZire VDi AMT,Rs. 5.35 Lakh,"77,000",Diesel
2018 Hyundai Verna SX (O) 1.6 CRDi,Rs. 7.35 Lakh,"79,000",Diesel
2021 BMW 2 Series Gran Coupe 220d Sportline,Rs. 29.9 Lakh,"20,500",Diesel
2021 Mahindra Thar LX Hard Top Petrol AT 4WD,Rs. 11.35 Lakh,"30,439",Petrol
2016 Maruti Suzuki Eeco 5 STR WITH A/C+HTR CNG [2017-2019],Rs. 3.61 Lakh,"64,180",CNG
2022 Volkswagen Virtus Highline 1.0 TSI AT,Rs. 12.9 Lakh,"39,400",Petrol
2017 Volvo XC90 D5 Inscription,Rs. 32.5 Lakh,"86,000",Diesel
2022 Land Rover Discovery Sport SE R-Dynamic [2023-2024],Rs. 43.5 Lakh,"23,800",Mild Hybrid (Electric + Diesel)
2017 BMW X1 sDrive20d xLine,Rs. 19.9 Lakh,"58,000",Diesel
2017 Ford Endeavour Titanium 3.2 4x4 AT,Rs. 21.75 Lakh,"94,000",Diesel
2023 Kia Sonet HTK Plus 1.0 iMT [2020-2021],Rs. 9.5 Lakh,"12,765",Petrol
2021 Tata Harrier XZA,Rs. 11.5 Lakh,"80,288",Diesel
2022 Toyota Fortuner 4x2 2WD Diesel 2.8L Turbo 6 Speed Manual,Rs. 29.35 Lakh,"54,000",Diesel
2021 Mercedes-Benz GLS 400d 4MATIC [2020-2023],Rs. 70.5 Lakh,"85,000",Diesel
2016 BMW X5 xDrive30d Pure Experience (5 Seater),Rs. 29.9 Lakh,"55,000",Diesel
2018 Audi A6 35 TFSI,Rs. 21.5 Lakh,"45,000",Petrol
2019 Maruti Suzuki Vitara Brezza ZDi,Rs. 7.75 Lakh,"66,710",Diesel
2014 Hyundai i10 1.1L iRDE Magna Special Edition,Rs. 2.8 Lakh,"1,13,100 ",Petrol
2019 Hyundai Santro Magna AMT [2018-2020],Rs. 4 Lakh,"28,863",Petrol
2020 Jeep Compass Limited (O) 2.0 Diesel 4x4 [2017-2020],Rs. 13 Lakh,"85,176",Diesel
2016 Audi Q3 30 TDI Premium FWD,Rs. 13.85 Lakh,"79,000",Diesel
2017 Honda CR-V 2.0L 2WD AT,Rs. 8.75 Lakh,"80,000",Petrol
2015 Lamborghini Huracan LP 610-4,Rs. 2.51 Crore,"37,000",Petrol
2021 Kia Sonet HTX Plus 1.0 iMT [2020-2021],Rs. 7.72 Lakh,"67,490",Petrol
2022 Skoda Kushaq Style 1.5L TSI DSG,Rs. 13.75 Lakh,"27,000",Petrol
2017 Ford Endeavour Trend 3.2 4x4 AT,Rs. 18.35 Lakh,"1,70,000 ",Diesel
2023 Kia Seltos GTX Plus 1.5 Diesel AT,Rs. 17.25 Lakh,"55,698",Diesel
2020 Hyundai Creta SX (O) 1.5 Diesel [2020-2022],Rs. 12.51 Lakh,"80,674",Diesel
2015 Toyota Fortuner 3.0 4x2 MT,Rs. 14.5 Lakh,"2,70,000 ",Diesel
2012 Mercedes-Benz C-Class 220 BlueEfficiency,Rs. 7 Lakh,"61,371",Diesel
2021 Tata Harrier XZA,Rs. 14 Lakh,"71,232",Diesel
2018 BMW 7-Series 730Ld,Rs. 42.51 Lakh,"45,139",Diesel
2019 Toyota Innova Crysta 2.8 GX AT 7 STR [2016-2020],Rs. 17 Lakh,"99,696",Diesel
2008 BMW 7-Series 730Ld Sedan,Rs. 9.9 Lakh,"35,000",Diesel
2022 Mercedes-Benz AMG GLC 43 Coupe 4MATIC [2020-2023],Rs. 69 Lakh,"16,900",Petrol
2017 BMW X1 sDrive20d Expedition,Rs. 11 Lakh,"1,33,845 ",Diesel
2013 Jaguar XF 2.2 Diesel,Rs. 11 Lakh,"44,381",Diesel
2025 Mercedes-Benz E-Class 450 4MATIC [2024-2025],Rs. 83 Lakh,"11,000",Petrol
2010 BMW 3-Series 325i,Rs. 6.5 Lakh,"54,000",Petrol
2020 Mercedes-Benz GLS 400d 4MATIC [2020-2023],Rs. 74.5 Lakh,"23,000",Diesel
2022 Skoda Kushaq Style 1.0L TSI AT,Rs. 12.9 Lakh,"29,000",Petrol
2021 Kia Sonet GTX Plus 1.0 iMT [2020-2021],Rs. 8.06 Lakh,"68,591",Petrol
2015 BMW 3 Series GT 320d Luxury Line [2014-2016],Rs. 19.5 Lakh,"51,000",Diesel
2023 Mercedes-Benz GLS 400d 4MATIC [2020-2023],Rs. 88.5 Lakh,"86,000",Diesel
2016 Toyota Fortuner 3.0 4x4 MT,Rs. 14.9 Lakh,"95,000",Diesel
2017 Ford Endeavour Titanium 3.2 4x4 AT,Rs. 21.75 Lakh,"94,000",Diesel
2023 Kia Sonet HTK Plus 1.0 iMT [2020-2021],Rs. 9.5 Lakh,"12,765",Petrol
2021 Tata Harrier XZA,Rs. 11.5 Lakh,"80,288",Diesel
2022 Toyota Fortuner 4x2 2WD Diesel 2.8L Turbo 6 Speed Manual,Rs. 29.35 Lakh,"54,000",Diesel
2021 Mercedes-Benz GLS 400d 4MATIC [2020-2023],Rs. 70.5 Lakh,"85,000",Diesel
2016 BMW X5 xDrive30d Pure Experience (5 Seater),Rs. 29.9 Lakh,"55,000",Diesel
2018 Audi A6 35 TFSI,Rs. 21.5 Lakh,"45,000",Petrol
2019 Maruti Suzuki Vitara Brezza ZDi,Rs. 7.75 Lakh,"66,710",Diesel
2014 Hyundai i10 1.1L iRDE Magna Special Edition,Rs. 2.8 Lakh,"1,13,100 ",Petrol
2019 Hyundai Santro Magna AMT [2018-2020],Rs. 4 Lakh,"28,863",Petrol
2020 Jeep Compass Limited (O) 2.0 Diesel 4x4 [2017-2020],Rs. 13 Lakh,"85,176",Diesel
2016 Audi Q3 30 TDI Premium FWD,Rs. 13.85 Lakh,"79,000",Diesel
2017 Honda CR-V 2.0L 2WD AT,Rs. 8.75 Lakh,"80,000",Petrol
2015 Lamborghini Huracan LP 610-4,Rs. 2.51 Crore,"37,000",Petrol
2021 Kia Sonet HTX Plus 1.0 iMT [2020-2021],Rs. 7.72 Lakh,"67,490",Petrol
2022 Skoda Kushaq Style 1.5L TSI DSG,Rs. 13.75 Lakh,"27,000",Petrol
2022 Renault Kiger RXT (O) MT,Rs. 5.9 Lakh,"73,589",Petrol
2017 Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],Rs. 4.77 Lakh,"37,880",Petrol
2020 Kia Sonet GTX Plus 1.0 iMT [2020-2021],Rs. 10 Lakh,"42,500",Petrol
2016 Hyundai i10 1.2 L Kappa Magna Special Edition,Rs. 3.4 Lakh,"67,462",Petrol
2019 Kia Seltos GTX Plus 1.4 DCT,Rs. 9.9 Lakh,"69,000",Petrol
2024 Hyundai Exter SX 1.2 CNG MT,Rs. 7.65 Lakh,"55,000",CNG
2022 Mercedes-Benz AMG GLC 43 Coupe 4MATIC [2020-2023],Rs. 64 Lakh,"23,406",Petrol
2015 BMW 3-Series 320d,Rs. 14.95 Lakh,"91,000",Diesel
2022 Maruti Suzuki Celerio ZXi Plus [2021-2023],Rs. 5.5 Lakh,"9,000",Petrol
2019 Tata Nexon XM Diesel,Rs. 6.5 Lakh,"37,000",Diesel
2018 Maruti Suzuki Vitara Brezza VDi (O) [2016-2018],Rs. 6.45 Lakh,"85,000",Diesel
2021 Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],Rs. 13 Lakh,"65,016",Diesel
2023 Maruti Suzuki Alto 800 LXi (O),Rs. 3.5 Lakh,"70,000",Petrol + 1
2012 Maruti Suzuki Alto VXi,Rs. 1.75 Lakh,"24,825",Petrol
2022 Hyundai Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG,Rs. 6.25 Lakh,"70,000",CNG
2023 Tata Nexon Fearless Plus (S) 1.2 Petrol 7DCA Dual Tone [2023-2025],Rs. 10.25 Lakh,"27,000",Petrol
2015 Hyundai Creta 1.6 SX Plus,Rs. 7.51 Lakh,"1,04,638 ",Diesel
2019 BMW X1 sDrive20d Expedition,Rs. 22 Lakh,"37,116",Diesel
2017 Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],Rs. 13.75 Lakh,"56,155",Diesel
2017 Toyota Innova Crysta 2.8 GX AT 7 STR [2016-2020],Rs. 13.51 Lakh,"1,41,139 ",Diesel
2022 Toyota Fortuner 4X4 AT 2.8 Diesel,Rs. 33 Lakh,"1,33,192 ",Diesel
2023 Mahindra XUV300 W6 1.5 Diesel,Rs. 8.75 Lakh,"54,599",Diesel
2016 BMW 5-Series 520d Sedan,Rs. 21 Lakh,"69,478",Diesel
2020 Audi A6 Technology 45 TFSI [2019-2024],Rs. 32 Lakh,"38,874",Petrol
2017 Ford Endeavour Trend 3.2 4x4 AT,Rs. 18.35 Lakh,"1,70,000 ",Diesel
2023 Kia Seltos GTX Plus 1.5 Diesel AT,Rs. 17.25 Lakh,"55,698",Diesel
2020 Hyundai Creta SX (O) 1.5 Diesel [2020-2022],Rs. 12.51 Lakh,"80,674",Diesel
2015 Toyota Fortuner 3.0 4x2 MT,Rs. 14.5 Lakh,"2,70,000 ",Diesel
2012 Mercedes-Benz C-Class 220 BlueEfficiency,Rs. 7 Lakh,"61,371",Diesel
2021 Tata Harrier XZA,Rs. 14 Lakh,"71,232",Diesel
2018 BMW 7-Series 730Ld,Rs. 42.51 Lakh,"45,139",Diesel
2019 Toyota Innova Crysta 2.8 GX AT 7 STR [2016-2020],Rs. 17 Lakh,"99,696",Diesel
2023 Kia Seltos GTX Plus 1.5 Diesel AT,Rs. 17.25 Lakh,"55,698",Diesel
2020 Hyundai Creta SX (O) 1.5 Diesel [2020-2022],Rs. 12.51 Lakh,"80,674",Diesel
2012 Mercedes-Benz C-Class 220 BlueEfficiency,Rs. 7 Lakh,"61,371",Diesel
2021 Tata Harrier XZA,Rs. 14 Lakh,"71,232",Diesel
2022 Renault Kiger RXT (O) MT,Rs. 5.9 Lakh,"73,589",Petrol
2019 Toyota Innova Crysta 2.8 GX AT 7 STR [2016-2020],Rs. 17 Lakh,"99,696",Diesel
2017 Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],Rs. 4.77 Lakh,"37,880",Petrol
2020 Kia Sonet GTX Plus 1.0 iMT [2020-2021],Rs. 10 Lakh,"42,500",Petrol
2016 Hyundai i10 1.2 L Kappa Magna Special Edition,Rs. 3.4 Lakh,"67,462",Petrol
2019 Kia Seltos GTX Plus 1.4 DCT,Rs. 9.9 Lakh,"69,000",Petrol
2024 Hyundai Exter SX 1.2 CNG MT,Rs. 7.65 Lakh,"55,000",CNG
2022 Mercedes-Benz AMG GLC 43 Coupe 4MATIC [2020-2023],Rs. 64 Lakh,"23,406",Petrol
2015 BMW 3-Series 320d,Rs. 14.95 Lakh,"91,000",Diesel
2022 Maruti Suzuki Celerio ZXi Plus [2021-2023],Rs. 5.5 Lakh,"9,000",Petrol
2019 Tata Nexon XM Diesel,Rs. 6.5 Lakh,"37,000",Diesel
2018 Maruti Suzuki Vitara Brezza VDi (O) [2016-2018],Rs. 6.45 Lakh,"85,000",Diesel
2021 Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],Rs. 13 Lakh,"65,016",Diesel
2023 Maruti Suzuki Alto 800 LXi (O),Rs. 3.5 Lakh,"70,000",Petrol + 1
2012 Maruti Suzuki Alto VXi,Rs. 1.75 Lakh,"24,825",Petrol
2022 Hyundai Creta SX (O) 1.5 Diesel AT,Rs. 15.51 Lakh,"98,573",Diesel
2016 Mercedes-Benz CLA 200 CDI Style,Rs. 15.51 Lakh,"49,798",Diesel
2021 Mercedes-Benz GLA 220d [2021-2023],Rs. 34.75 Lakh,"36,150",Diesel
2024 Toyota Fortuner 4x2 AT,Rs. 35.51 Lakh,"55,540",Diesel
2016 Hyundai Creta E Plus 1.6 Petrol,Rs. 6.75 Lakh,"73,201",Petrol
2014 Honda City S,Rs. 4.21 Lakh,"75,234",Petrol
2016 Toyota Corolla Altis G Diesel,Rs. 7.51 Lakh,"89,378",Diesel
2020 Mahindra Alturas G4 4WD AT,Rs. 15.51 Lakh,"85,472",Diesel
2016 Toyota Corolla Altis G Diesel,Rs. 7.51 Lakh,"89,349",Diesel
2019 Volvo XC40 T4 R-Design,Rs. 25.99 Lakh,"70,000",Petrol
2024 Volkswagen Taigun Topline 1.0 TSI AT (Electric Seats),Rs. 13.51 Lakh,"28,236",Petrol
2017 Land Rover Discovery Sport HSE Luxury 7-Seater,Rs. 20.51 Lakh,"88,212",Diesel
2017 Hyundai Elantra 1.6 SX (O) AT,Rs. 7.75 Lakh,"96,762",Diesel
2017 Maruti Suzuki Alto 800 LXi,Rs. 2.75 Lakh,"25,635",Petrol
2022 Hyundai Creta SX (O) 1.5 Diesel AT,Rs. 13.9 Lakh,"64,000",Diesel
2018 Land Rover Range Rover Sport SE 3.0 Diesel [2018-2020],Rs. 58 Lakh,"92,390",Diesel
2015 Honda City VX CVT,Rs. 5.51 Lakh,"49,066",Petrol
2015 Honda Amaze 1.5 S i-DTEC,Rs. 4 Lakh,"90,536",Diesel
2017 BMW 5-Series 530d M Sport [2017-2019],Rs. 30.51 Lakh,"45,473",Diesel
2016 Honda City SV Diesel,Rs. 5.71 Lakh,"65,702",Diesel
2016 Hyundai Grand i10 Sportz U2 1.2 CRDi,Rs. 3.91 Lakh,"46,660",Diesel
2020 Ford Endeavour Titanium Plus 2.0 4x2 AT,Rs. 28.51 Lakh,"84,974",Diesel
2018 Volkswagen Polo GT TSI,Rs. 5.25 Lakh,"70,062",Petrol
2018 Audi Q7 45 TDI Technology Pack,Rs. 39.9 Lakh,"74,879",Diesel
2022 Hyundai Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG,Rs. 6.25 Lakh,"70,000",CNG
2023 Tata Nexon Fearless Plus (S) 1.2 Petrol 7DCA Dual Tone [2023-2025],Rs. 10.25 Lakh,"27,000",Petrol
2015 Hyundai Creta 1.6 SX Plus,Rs. 7.51 Lakh,"1,04,638 ",Diesel
2019 BMW X1 sDrive20d Expedition,Rs. 22 Lakh,"37,116",Diesel
2017 Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],Rs. 13.75 Lakh,"56,155",Diesel
2017 Toyota Innova Crysta 2.8 GX AT 7 STR [2016-2020],Rs. 13.51 Lakh,"1,41,139 ",Diesel
2022 Toyota Fortuner 4X4 AT 2.8 Diesel,Rs. 33 Lakh,"1,33,192 ",Diesel
2023 Mahindra XUV300 W6 1.5 Diesel,Rs. 8.75 Lakh,"54,599",Diesel
2016 BMW 5-Series 520d Sedan,Rs. 21 Lakh,"69,478",Diesel
2020 Audi A6 Technology 45 TFSI [2019-2024],Rs. 32 Lakh,"38,874",Petrol
2020 Audi A6 Technology 45 TFSI [2019-2024],Rs. 32 Lakh,"38,874",Petrol
2017 Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],Rs. 13.75 Lakh,"56,155",Diesel
2022 Hyundai Creta SX (O) 1.5 Diesel AT,Rs. 15.51 Lakh,"98,573",Diesel
2016 Mercedes-Benz CLA 200 CDI Style,Rs. 15.51 Lakh,"49,798",Diesel
2021 Mercedes-Benz GLA 220d [2021-2023],Rs. 34.75 Lakh,"36,150",Diesel
2024 Toyota Fortuner 4x2 AT,Rs. 35.51 Lakh,"55,540",Diesel
2016 Hyundai Creta E Plus 1.6 Petrol,Rs. 6.75 Lakh,"73,201",Petrol
2014 Honda City S,Rs. 4.21 Lakh,"75,234",Petrol
2016 Toyota Corolla Altis G Diesel,Rs. 7.51 Lakh,"89,378",Diesel
2020 Mahindra Alturas G4 4WD AT,Rs. 15.51 Lakh,"85,472",Diesel
2016 Toyota Corolla Altis G Diesel,Rs. 7.51 Lakh,"89,349",Diesel
2019 Volvo XC40 T4 R-Design,Rs. 25.99 Lakh,"70,000",Petrol
2024 Volkswagen Taigun Topline 1.0 TSI AT (Electric Seats),Rs. 13.51 Lakh,"28,236",Petrol
2017 Land Rover Discovery Sport HSE Luxury 7-Seater,Rs. 20.51 Lakh,"88,212",Diesel
2017 Hyundai Elantra 1.6 SX (O) AT,Rs. 7.75 Lakh,"96,762",Diesel
2017 Maruti Suzuki Alto 800 LXi,Rs. 2.75 Lakh,"25,635",Petrol
2022 Hyundai Creta SX (O) 1.5 Diesel AT,Rs. 13.9 Lakh,"64,000",Diesel
2018 Land Rover Range Rover Sport SE 3.0 Diesel [2018-2020],Rs. 58 Lakh,"92,390",Diesel
2017 Hyundai Grand i10 Magna AT 1.2 Kappa VTVT,Rs. 4.41 Lakh,"48,988",Petrol
2014 Audi Q3 35 TDI Premium + Sunroof,Rs. 10 Lakh,"97,038",Diesel
2017 Hyundai Tucson 2WD AT GLS Diesel,Rs. 10 Lakh,"74,979",Diesel
2021 Mahindra Thar LX Hard Top Petrol AT 4WD,Rs. 10.98 Lakh,"50,216",Petrol
2023 Jeep Meridian Limited (O) 4X2 AT [2022],Rs. 25.9 Lakh,"20,000",Diesel
2016 Mahindra XUV500 W6,Rs. 6.51 Lakh,"84,284",Diesel
2024 Maruti Suzuki XL6 Zeta MT CNG [2023-2025],Rs. 12.21 Lakh,"24,660",CNG
2024 Volvo XC60 B5 Ultimate,Rs. 54.75 Lakh,"31,000",Petrol
2021 MG Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,Rs. 25 Lakh,"65,289",Diesel
2019 Land Rover Discovery Sport HSE 7-Seater,Rs. 30.5 Lakh,"77,124",Diesel
2017 Mercedes-Benz GLC 220 d Progressive,Rs. 27.5 Lakh,"75,000",Diesel
2016 Maruti Suzuki Wagon R VXI AMT,Rs. 3.66 Lakh,"49,563",Petrol
2019 Tata Tiago Revotron XTA [2017-2019],Rs. 4.45 Lakh,"47,556",Petrol
2015 BMW 3 Series GT 320d Luxury Line [2014-2016],Rs. 19.5 Lakh,"60,000",Diesel
2024 Lexus NX 350h Overtrail Grade [2024-2025],Rs. 64.9 Lakh,"4,700",Hybrid (Electric + Petrol)
2020 MG Gloster Sharp 6 STR 2.0 Twin Turbo 4WD,Rs. 21.75 Lakh,"76,000",Diesel
2018 Audi Q7 45 TDI Technology Pack,Rs. 34.75 Lakh,"1,01,400 ",Diesel
2018 Audi Q3 35 TDI quattro Technology,Rs. 20.9 Lakh,"79,000",Diesel
2017 Audi Q3 35 TDI quattro Technology,Rs. 16.9 Lakh,"82,000",Diesel
2022 Maruti Suzuki Vitara Brezza VXi AT SHVS,Rs. 8.75 Lakh,"20,495",Petrol
2021 Mahindra Thar LX Hard Top Petrol AT 4WD,Rs. 11.5 Lakh,"22,311",Petrol
2019 Renault Kwid CLIMBER 1.0 AMT,Rs. 3.6 Lakh,"11,949",Petrol
2022 Hyundai Creta SX (O) 1.4 Turbo 7 DCT,Rs. 14.9 Lakh,"53,859",Petrol
2018 Hyundai Elite i20 Sportz 1.2 [2016-2017],Rs. 4.7 Lakh,"78,834",Petrol
2021 Skoda Rapid Style AT,Rs. 7.68 Lakh,"66,647",Petrol
2015 Honda Brio S MT,Rs. 2.84 Lakh,"49,410",Petrol
2023 Maruti Suzuki Grand Vitara Sigma Smart Hybrid [2023-2025],Rs. 10.5 Lakh,"22,000",Petrol
2018 Tata Tiago Revotron XM [2016-2019],Rs. 3.63 Lakh,"44,704",Petrol
2014 Bentley Continental GT V8,Rs. 1.1 Crore,"14,300",Petrol
2022 Hyundai Creta SX (O) 1.5 Diesel [2020-2022],Rs. 15.18 Lakh,"38,399",Diesel
2022 Hyundai Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG,Rs. 5.46 Lakh,"45,900",CNG
2022 Mercedes-Benz S-Class S 350d,Rs. 1.25 Crore,"22,000",Diesel
2024 BMW 7-Series 740i M Sport,Rs. 1.55 Crore,"15,000",Petrol
2020 Land Rover Range Rover Sport V8 SC Autobiography,Rs. 95 Lakh,"4,50,000 ",Petrol
2016 Mercedes-Benz S-Class S 500,Rs. 52 Lakh,"45,000",Petrol
2020 Toyota Fortuner 2.8 4x4 AT,Rs. 35 Lakh,"60,000",Diesel
2021 Land Rover Defender 110 X-Dynamic HSE 2.0 Petrol,Rs. 94 Lakh,"22,000",Petrol
2023 Mercedes-Benz GLS 400d 4MATIC [2020-2023],Rs. 1.05 Crore,"42,000",Diesel
2018 Volvo S90 D4 Inscription,Rs. 27 Lakh,"55,000",Diesel
2023 Mercedes-Benz GLS 400d 4MATIC [2020-2023],Rs. 1.05 Crore,"32,000",Diesel
2014 Land Rover Range Rover 3.0 V6 Diesel Vogue LWB,Rs. 68 Lakh,"68,000",Diesel
2018 Audi A6 35 TDI Matrix,Rs. 23.5 Lakh,"42,000",Diesel
2016 Audi A3 40 TFSI,Rs. 38 Lakh,"30,000",Petrol
2016 Land Rover Range Rover 3.0 V6 Diesel Vogue,Rs. 70 Lakh,"65,000",Diesel
2016 BMW 3-Series 320d Prestige,Rs. 14 Lakh,"48,000",Diesel
2019 Jaguar XJ 50,Rs. 38.5 Lakh,"48,000",Diesel
2017 Maserati Ghibli Diesel,Rs. 48 Lakh,"19,000",Diesel
2016 Mercedes-Benz GL-Class 350 CDI,Rs. 27.5 Lakh,"85,000",Diesel
2021 Mercedes-Benz E-Class E 220d Exclusive,Rs. 47 Lakh,"38,000",Diesel
2016 Jaguar XF Portfolio Diesel,Rs. 22.5 Lakh,"50,000",Diesel
2020 Mercedes-Benz GLE 300d 4MATIC LWB [2020-2023],Rs. 60 Lakh,"38,000",Diesel
2017 BMW 3 Series GT 320d Luxury Line,Rs. 24.5 Lakh,"50,000",Diesel
2017 Land Rover Range Rover Evoque HSE Dynamic,Rs. 26.5 Lakh,"58,000",Diesel
2015 Mercedes-Benz GL-Class 350 CDI,Rs. 27 Lakh,"52,000",Diesel
2016 Mercedes-Benz GLC 220 d Progressive,Rs. 25 Lakh,"74,000",Diesel
2014 Bentley Continental GT V8,Rs. 1.1 Crore,"14,300",Petrol
2022 Hyundai Creta SX (O) 1.5 Diesel [2020-2022],Rs. 15.18 Lakh,"38,399",Diesel
2022 Hyundai Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG,Rs. 5.46 Lakh,"45,900",CNG
2022 Mercedes-Benz S-Class S 350d,Rs. 1.25 Crore,"22,000",Diesel
2024 BMW 7-Series 740i M Sport,Rs. 1.55 Crore,"15,000",Petrol
2020 Land Rover Range Rover Sport V8 SC Autobiography,Rs. 95 Lakh,"4,50,000 ",Petrol
2016 Mercedes-Benz S-Class S 500,Rs. 52 Lakh,"45,000",Petrol
2020 Toyota Fortuner 2.8 4x4 AT,Rs. 35 Lakh,"60,000",Diesel
2021 Land Rover Defender 110 X-Dynamic HSE 2.0 Petrol,Rs. 94 Lakh,"22,000",Petrol
2023 Mercedes-Benz GLS 400d 4MATIC [2020-2023],Rs. 1.05 Crore,"42,000",Diesel
2018 Volvo S90 D4 Inscription,Rs. 27 Lakh,"55,000",Diesel
2023 Mercedes-Benz GLS 400d 4MATIC [2020-2023],Rs. 1.05 Crore,"32,000",Diesel
2014 Land Rover Range Rover 3.0 V6 Diesel Vogue LWB,Rs. 68 Lakh,"68,000",Diesel
2018 Audi A6 35 TDI Matrix,Rs. 23.5 Lakh,"42,000",Diesel
2016 Audi A3 40 TFSI,Rs. 38 Lakh,"30,000",Petrol
2016 Land Rover Range Rover 3.0 V6 Diesel Vogue,Rs. 70 Lakh,"65,000",Diesel
2016 BMW 3-Series 320d Prestige,Rs. 14 Lakh,"48,000",Diesel
2019 Jaguar XJ 50,Rs. 38.5 Lakh,"48,000",Diesel
2017 Maserati Ghibli Diesel,Rs. 48 Lakh,"19,000",Diesel
2016 Mercedes-Benz GL-Class 350 CDI,Rs. 27.5 Lakh,"85,000",Diesel
2016 Mercedes-Benz GLC 220 d Progressive,Rs. 25 Lakh,"74,000",Diesel
2022 Tata Harrier Kaziranga XZA Plus,Rs. 14.75 Lakh,"89,029",Diesel
2018 Maruti Suzuki Alto 800 VXi (O),Rs. 3.16 Lakh,"9,297",Petrol
2024 Maruti Suzuki Grand Vitara Zeta Plus Intelligent Hybrid eCVT [2022-2023],Rs. 15.75 Lakh,"19,305",Hybrid (Electric + Petrol)
2023 Hyundai Alcazar Platinum (O) 7 Seater 1.5 Diesel AT,Rs. 17.5 Lakh,"18,287",Diesel
2023 Volkswagen Virtus GT Plus 1.5 TSI EVO DSG,Rs. 12.91 Lakh,"51,324",Petrol
2022 Honda Amaze 1.2 VX CVT Petrol [2019-2020],Rs. 7.16 Lakh,"25,989",Petrol
2023 Tata Punch Accomplished MT [2021-2023],Rs. 6.52 Lakh,"12,793",Petrol
2022 Honda Amaze 1.2 VX CVT Petrol [2019-2020],Rs. 6.75 Lakh,"43,303",Petrol
2023 Tata Punch Accomplished AMT,Rs. 6.89 Lakh,"25,780",Petrol
2022 Mahindra Thar LX Hard Top Diesel AT 4WD [2023],Rs. 11.86 Lakh,"30,564",Diesel
2020 Hyundai Creta SX (O) 1.5 Diesel Automatic [2020-2022],Rs. 12.87 Lakh,"61,703",Diesel
2022 Skoda Slavia Ambition 1.0L TSI MT,Rs. 8.7 Lakh,"58,692",Petrol
2016 Volkswagen Vento Highline 1.2 (P) AT,Rs. 5.32 Lakh,"49,473",Petrol
2021 Honda City ZX Petrol,Rs. 9.11 Lakh,"49,751",Petrol
2023 Maruti Suzuki Fronx Alpha 1.0L Turbo 6 AT Dual Tone,Rs. 10.48 Lakh,"8,112",Petrol
2013 Maruti Suzuki Alto VXi,Rs. 2.39 Lakh,"54,744",Petrol
2012 Nissan Sunny XL,Rs. 2.34 Lakh,"67,113",Petrol
2017 Volkswagen Polo Highline Plus 1.5 (D) 16 Alloy,Rs. 3.89 Lakh,"1,10,811 ",Diesel
2023 Hyundai Verna S 1.5 Petrol MT,Rs. 9.7 Lakh,"11,203",Petrol
2013 Maruti Suzuki Wagon R LXi,Rs. 2.32 Lakh,"36,777",Petrol
2017 Maruti Suzuki Baleno Zeta,Rs. 4.77 Lakh,"43,016",Petrol
