o-o,o-j1,o-j5
2019 Toyota Innova Crysta 2.8 GX AT 7 STR [2016-2020],"53,000 km  |  Diesel  |  Industrial Area, Chandigarh",Rs. 18 Lakh
2018 Toyota Innova Crysta GX 2.4 AT 7 STR,"80,000 km  |  Diesel  |  Industrial Area, Chandigarh",Rs. 16.75 Lakh
2022 Mahindra Thar LX Hard Top Diesel AT 4WD [2023],"51,000 km  |  Diesel  |  Sector-26, Chandigarh",Rs. 13.9 Lakh
2022 Hyundai Creta SX (O) 1.5 Petrol CVT [2020-2022],"50,000 km  |  Petrol  |  Industrial Area, Chandigarh",Rs. 16.5 Lakh
2023 Toyota Fortuner 4X4 AT 2.8 Diesel,"58,182 km  |  Diesel  |  Industrial Area, Chandigarh",Rs. 40 Lakh
2021 Mercedes-Benz GLS 400d 4MATIC [2020-2023],"13,129 km  |  Diesel  |  Sector-17, Chandigarh",Rs. 98 Lakh
2024 BMW X5 xDrive30d xLine,"17,056 km  |  Diesel  |  Sector-17, Chandigarh",Rs. 82 Lakh
2023 BMW X3 xDrive20d M Sport,"31,464 km  |  Diesel  |  Sector-17, Chandigarh",Rs. 58 Lakh
2021 Mercedes-Benz E-Class E 200 Exclusive [2019-2019],"30,817 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 53 Lakh
2022 Mercedes-Benz E-Class E 200 Exclusive [2019-2019],"44,692 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 57 Lakh
2022 Mercedes-Benz E-Class E 200 Exclusive [2019-2019],"13,500 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 62 Lakh
2023 BMW 3 Series Gran Limousine 320Ld M Sport [2023],"28,485 km  |  Diesel  |  Sector-17, Chandigarh",Rs. 44 Lakh
2024 Mercedes-Benz GLC 300 4MATIC,"25,575 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 66 Lakh
2025 Mini Cooper Classic Trim,"6,201 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 45 Lakh
2025 Mercedes-Benz EQE SUV 500 4MATIC,"8,500 km  |  Electric  |  Sector-17, Chandigarh",Rs. 90 Lakh
2023 Mercedes-Benz EQE SUV 500 4MATIC,"16,778 km  |  Electric  |  Sector-17, Chandigarh",Rs. 85 Lakh
2023 Mercedes-Benz EQE SUV 500 4MATIC,"19,000 km  |  Electric  |  Sector-17, Chandigarh",Rs. 85 Lakh
2024 Volvo XC40 Ultimate AWD,"20,075 km  |  Electric  |  Sector-17, Chandigarh",Rs. 40 Lakh
2024 Mercedes-Benz EQE SUV 500 4MATIC,"7,554 km  |  Electric  |  Sector-17, Chandigarh",Rs. 90 Lakh
2022 Porsche Cayenne Platinum Edition [2022-2023],"42,939 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 1.1 Crore
2022 BMW X5 xDrive30d xLine,"44,266 km  |  Diesel  |  Sector-17, Chandigarh",Rs. 68 Lakh
2024 BMW i5 M60 xDrive,"5,322 km  |  Electric  |  Sector-17, Chandigarh",Rs. 90 Lakh
2024 Lexus RX 350h Luxury,"11,803 km  |  Hybrid (Electric + Petrol)  |  Sector-17, Chandigarh",Rs. 92 Lakh
2019 Audi A3 35 TFSI Premium Plus,"55,419 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 19 Lakh
2025 Mercedes-Benz GLE 450 4MATIC LWB,"6,423 km  |  Mild Hybrid(Electric + Petrol)  |  Sector-17, Chandigarh",Rs. 95 Lakh
2020 Kia Carnival Limousine Plus 7 STR,"70,000 km  |  Diesel  |  Industrial Area, Chandigarh",Rs. 24 Lakh
2024 Mercedes-Benz GLC 300 4MATIC,"6,652 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 70 Lakh
2024 BMW 3 Series Gran Limousine 330Li M Sport,"15,743 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 53 Lakh
2023 BMW 5-Series 530i M Sport,"29,278 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 52 Lakh
2023 BMW 3 Series Gran Limousine 330Li M Sport [2023],"13,039 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 52 Lakh
2024 Mercedes-Benz EQA 250 Plus,"7,317 km  |  Electric  |  Sector-17, Chandigarh",Rs. 49 Lakh
2024 Volvo XC60 B5 Ultimate,"29,000 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 53 Lakh
2024 Land Rover Range Rover Velar HSE Dynamic 2.0 Petrol,"13,633 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 82 Lakh
2024 Mercedes-Benz EQA 250 Plus,"7,441 km  |  Electric  |  Sector-17, Chandigarh",Rs. 49 Lakh
2022 Mercedes-Benz A-Class Limousine 200,"23,321 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 32.5 Lakh
2021 Volvo XC40 T4 R-Design,"29,596 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 28 Lakh
2024 BMW iX xDrive 50,"17,027 km  |  Electric  |  Sector-17, Chandigarh",Rs. 90 Lakh
2022 Lexus ES 300h Luxury,"35,000 km  |  Hybrid (Electric + Petrol)  |  Industrial Area, Chandigarh",Rs. 47 Lakh
2019 BMW 3-Series 320d Luxury Line,"61,699 km  |  Diesel  |  Sector-17, Chandigarh",Rs. 17 Lakh
2024 BMW X1 sDrive18i M Sport,"17,025 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 47 Lakh
2022 Audi A4 Premium Plus 40 TFSI [2021-2024],"38,176 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 29 Lakh
2023 Lexus ES 300h Luxury,"23,174 km  |  Hybrid (Electric + Petrol)  |  Sector-17, Chandigarh",Rs. 55 Lakh
2023 Mini Cooper SE 3-Door,"8,850 km  |  Electric  |  Sector-17, Chandigarh",Rs. 35 Lakh
2023 BMW iX xDrive 40,"17,993 km  |  Electric  |  Sector-17, Chandigarh",Rs. 76 Lakh
2024 BMW 3-Series 320Ld M Sport [2023],"17,783 km  |  Diesel  |  Sector-17, Chandigarh",Rs. 51 Lakh
2024 Mercedes-Benz GLC 300 4MATIC,"25,575 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 66 Lakh
2025 Mini Cooper Classic Trim,"6,201 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 45 Lakh
2025 Mercedes-Benz EQE SUV 500 4MATIC,"8,500 km  |  Electric  |  Sector-17, Chandigarh",Rs. 90 Lakh
2023 Mercedes-Benz EQE SUV 500 4MATIC,"16,778 km  |  Electric  |  Sector-17, Chandigarh",Rs. 85 Lakh
2023 Mercedes-Benz EQE SUV 500 4MATIC,"19,000 km  |  Electric  |  Sector-17, Chandigarh",Rs. 85 Lakh
2024 Volvo XC40 Ultimate AWD,"20,075 km  |  Electric  |  Sector-17, Chandigarh",Rs. 40 Lakh
2024 Mercedes-Benz EQE SUV 500 4MATIC,"7,554 km  |  Electric  |  Sector-17, Chandigarh",Rs. 90 Lakh
2022 Porsche Cayenne Platinum Edition [2022-2023],"42,939 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 1.1 Crore
2022 BMW X5 xDrive30d xLine,"44,266 km  |  Diesel  |  Sector-17, Chandigarh",Rs. 68 Lakh
2024 BMW i5 M60 xDrive,"5,322 km  |  Electric  |  Sector-17, Chandigarh",Rs. 90 Lakh
2024 Lexus RX 350h Luxury,"11,803 km  |  Hybrid (Electric + Petrol)  |  Sector-17, Chandigarh",Rs. 92 Lakh
2019 Audi A3 35 TFSI Premium Plus,"55,419 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 19 Lakh
2025 Mercedes-Benz GLE 450 4MATIC LWB,"6,423 km  |  Mild Hybrid(Electric + Petrol)  |  Sector-17, Chandigarh",Rs. 95 Lakh
2020 Kia Carnival Limousine Plus 7 STR,"70,000 km  |  Diesel  |  Industrial Area, Chandigarh",Rs. 24 Lakh
2024 Mercedes-Benz GLC 300 4MATIC,"6,652 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 70 Lakh
2024 BMW X1 sDrive18i M Sport,"9,480 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 48 Lakh
2019 Mercedes-Benz CLA 200 Petrol Sport,"39,000 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 25 Lakh
2023 MG Hector Savvy Pro 1.5 Turbo Petrol CVT [2023],"10,000 km  |  Petrol  |  Industrial Area, Chandigarh",Rs. 18.75 Lakh
2020 Volvo S90 D4 Inscription,"35,000 km  |  Diesel  |  Industrial Area, Chandigarh",Rs. 35 Lakh
2023 Mini Cooper SE Charged Edition,"16,000 km  |  Electric  |  Sector 5, Chandigarh",Rs. 32 Lakh
2023 Mini Cooper SE Charged Edition,"17,400 km  |  Electric  |  Sector 5, Chandigarh",Rs. 29.99 Lakh
2021 BMW 5-Series 530i M Sport [2021-2023],"65,000 km  |  Petrol  |  Sector-26, Chandigarh",Rs. 34.5 Lakh
2015 Mercedes-Benz C-Class C 220d,"95,000 km  |  Diesel  |  Sector-26, Chandigarh",Rs. 13.95 Lakh
2017 Ford Endeavour Titanium 2.2 4x2 AT [2016-2018],"59,000 km  |  Diesel  |  Sector-26, Chandigarh",Rs. 14.95 Lakh
2024 Volvo XC90 B6 Ultimate,"62,000 km  |  Petrol  |  Sector-26, Chandigarh",Rs. 63 Lakh
2023 Land Rover Discovery Sport SE R-Dynamic Petrol [2023-2024],"31,039 km  |  Mild Hybrid(Electric + Petrol)  |  Sector-17, Chandigarh",Rs. 52 Lakh
2024 Land Rover Range Rover Evoque SE R-Dynamic Petrol,"9,704 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 62 Lakh
2020 Volvo XC60 Inscription [2017-2020],"62,000 km  |  Diesel  |  Sector-26, Chandigarh",Rs. 32 Lakh
2018 Ford Endeavour Titanium 3.2 4x4 AT,"1,17,000 km  |  Diesel  |  Sector-26, Chandigarh",Rs. 17.5 Lakh
2018 Lexus NX 300h Luxury [2017-2020],"58,398 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 30 Lakh
2022 Volvo XC60 B5 Inscription,"31,534 km  |  Hybrid (Electric + Petrol)  |  Sector-17, Chandigarh",Rs. 43 Lakh
2017 Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],"39,000 km  |  Diesel  |  Sector-26, Chandigarh",Rs. 26 Lakh
2023 Audi Q3 40 TFSI Premium Plus,"32,882 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 34 Lakh
2021 Honda City VX,"85,000 km  |  Petrol  |  Industrial Area, Chandigarh",Rs. 9.31 Lakh
2024 BMW i7 eDrive50 M Sport,"4,006 km  |  Electric  |  Sector-17, Chandigarh",Rs. 1.5 Crore
2015 Land Rover Discovery SE,"60,000 km  |  Diesel  |  Industrial Area, Chandigarh",Rs. 16.75 Lakh
2020 Mahindra Scorpio S11 2WD 7 STR,"46,000 km  |  Diesel  |  SECTOR- 22, Chandigarh",Rs. 13.1 Lakh
2024 BMW 3 Series Gran Limousine 330Li M Sport,"15,743 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 53 Lakh
2023 BMW 5-Series 530i M Sport,"29,278 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 52 Lakh
2023 BMW 3 Series Gran Limousine 330Li M Sport [2023],"13,039 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 52 Lakh
2024 Mercedes-Benz EQA 250 Plus,"7,317 km  |  Electric  |  Sector-17, Chandigarh",Rs. 49 Lakh
2024 Volvo XC60 B5 Ultimate,"29,000 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 53 Lakh
2024 Land Rover Range Rover Velar HSE Dynamic 2.0 Petrol,"13,633 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 82 Lakh
2024 Mercedes-Benz EQA 250 Plus,"7,441 km  |  Electric  |  Sector-17, Chandigarh",Rs. 49 Lakh
2022 Mercedes-Benz A-Class Limousine 200,"23,321 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 32.5 Lakh
2021 Volvo XC40 T4 R-Design,"29,596 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 28 Lakh
2024 BMW X1 sDrive18i M Sport,"9,480 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 48 Lakh
2024 Mercedes-Benz EQA 250 Plus,"7,317 km  |  Electric  |  Sector-17, Chandigarh",Rs. 49 Lakh
2024 Volvo XC60 B5 Ultimate,"29,000 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 53 Lakh
2024 Land Rover Range Rover Velar HSE Dynamic 2.0 Petrol,"13,633 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 82 Lakh
2024 Mercedes-Benz EQA 250 Plus,"7,441 km  |  Electric  |  Sector-17, Chandigarh",Rs. 49 Lakh
2022 Mercedes-Benz A-Class Limousine 200,"23,321 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 32.5 Lakh
2024 BMW 3 Series Gran Limousine 330Li M Sport,"15,743 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 53 Lakh
2019 Mercedes-Benz CLA 200 Petrol Sport,"39,000 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 25 Lakh
2023 MG Hector Savvy Pro 1.5 Turbo Petrol CVT [2023],"10,000 km  |  Petrol  |  Industrial Area, Chandigarh",Rs. 18.75 Lakh
2020 Volvo S90 D4 Inscription,"35,000 km  |  Diesel  |  Industrial Area, Chandigarh",Rs. 35 Lakh
2023 Mini Cooper SE Charged Edition,"16,000 km  |  Electric  |  Sector 5, Chandigarh",Rs. 32 Lakh
2023 Mini Cooper SE Charged Edition,"17,400 km  |  Electric  |  Sector 5, Chandigarh",Rs. 29.99 Lakh
2021 BMW 5-Series 530i M Sport [2021-2023],"65,000 km  |  Petrol  |  Sector-26, Chandigarh",Rs. 34.5 Lakh
2015 Mercedes-Benz C-Class C 220d,"95,000 km  |  Diesel  |  Sector-26, Chandigarh",Rs. 13.95 Lakh
2017 Ford Endeavour Titanium 2.2 4x2 AT [2016-2018],"59,000 km  |  Diesel  |  Sector-26, Chandigarh",Rs. 14.95 Lakh
2024 Volvo XC90 B6 Ultimate,"62,000 km  |  Petrol  |  Sector-26, Chandigarh",Rs. 63 Lakh
2023 Land Rover Discovery Sport SE R-Dynamic Petrol [2023-2024],"31,039 km  |  Mild Hybrid(Electric + Petrol)  |  Sector-17, Chandigarh",Rs. 52 Lakh
2024 Land Rover Range Rover Evoque SE R-Dynamic Petrol,"9,704 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 62 Lakh
2020 Volvo XC60 Inscription [2017-2020],"62,000 km  |  Diesel  |  Sector-26, Chandigarh",Rs. 32 Lakh
2018 Ford Endeavour Titanium 3.2 4x4 AT,"1,17,000 km  |  Diesel  |  Sector-26, Chandigarh",Rs. 17.5 Lakh
2018 Lexus NX 300h Luxury [2017-2020],"58,398 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 30 Lakh
2020 Volvo XC60 Inscription [2017-2020],"62,000 km  |  Diesel  |  SECTOR- 22, Chandigarh",Rs. 32.5 Lakh
2023 Volvo XC90 B6 Ultimate [2022-2023],"62,000 km  |  Petrol  |  SECTOR- 22, Chandigarh",Rs. 63.5 Lakh
2024 BMW X7 xDrive40i M Sport,"26,296 km  |  Mild Hybrid(Electric + Petrol)  |  Sector-17, Chandigarh",Rs. 1.12 Crore
2023 BMW 3-Series xDrive [2023-2024],"9,500 km  |  Petrol  |  Sector 5, Chandigarh",Rs. 60 Lakh
2024 Mercedes-Benz GLS 450 4MATIC,"12,500 km  |  Petrol  |  Sector-17, Chandigarh",Rs. 1.22 Crore
2022 Volvo XC40 Ultimate AWD,"48,500 km  |  Electric  |  Sector 5, Chandigarh",Rs. 29.5 Lakh
2018 Mercedes-Benz E-Class E 220 d Avantgarde,"78,000 km  |  Diesel  |  Sector-26, Chandigarh",Rs. 24.5 Lakh
2015 BMW 5-Series 530d M Sport [2013-2017],"52,000 km  |  Diesel  |  Sector-26, Chandigarh",Rs. 16.5 Lakh
2018 Mahindra XUV500 W9 [2018-2020],"99,500 km  |  Diesel  |  Sector-26, Chandigarh",Rs. 7.5 Lakh
2015 Mercedes-Benz S-Class S 350 CDI,"78,000 km  |  Diesel  |  Sector-26, Chandigarh",Rs. 26 Lakh
2024 Mercedes-Benz E-Class 450 4MATIC [2024-2025],"4,500 km  |  Petrol  |  Sector 5, Chandigarh",Rs. 80 Lakh
2022 Mahindra XUV700 AX 5 Petrol MT 7 STR [2021],"14,500 km  |  Petrol  |  Sector-26, Chandigarh",Rs. 13.95 Lakh
2012 Audi A4 2.0 TDI Sline,"72,000 km  |  Diesel  |  Industrial Area, Chandigarh",Rs. 7.5 Lakh
2015 Mercedes-Benz C-Class C 220 CDI Style,"90,000 km  |  Diesel  |  SECTOR- 22, Chandigarh",Rs. 15.95 Lakh
2021 Mahindra Thar LX Hard Top Petrol AT,"30,000 km  |  Petrol  |  SECTOR- 22, Chandigarh",Rs. 12 Lakh
2024 Nissan X-Trail Mild Hybrid CVT,"1 km  |  Petrol  |  Sector 5, Chandigarh",Rs. 29.5 Lakh
2020 Ford Endeavour Titanium Plus 2.0 4x2 AT,"95,000 km  |  Diesel  |  SECTOR- 22, Chandigarh",Rs. 24.95 Lakh
2022 Mahindra Thar LX Convertible Top Diesel AT 4WD,"29,000 km  |  Diesel  |  Industrial Area, Chandigarh",Rs. 14.75 Lakh
2021 Hyundai Alcazar Signature (O) 7 Seater 1.5 Diesel AT,"1,00,000 km  |  Diesel  |  Industrial Area, Chandigarh",Rs. 13.5 Lakh
2023 Mercedes-Benz E-Class E 220 d Avantgarde,"22,100 km  |  Diesel  |  Sector 5, Chandigarh",Rs. 53 Lakh
2016 Renault Duster 85 PS RXS 4X2 MT Diesel,"95,000 km  |  Diesel  |  Sector-26, Chandigarh",Rs. 4.25 Lakh
2020 Volvo XC60 Inscription [2017-2020],"80,000 km  |  Diesel  |  Sector-26, Chandigarh",Rs. 28.5 Lakh
2020 Mahindra Scorpio S11 2WD 7 STR,"46,000 km  |  Diesel  |  Sector-26, Chandigarh",Rs. 13 Lakh
2019 Maruti Suzuki Ciaz Alpha Hybrid 1.5 [2018-2020],"55,000 km  |  Petrol  |  Sector-26, Chandigarh",Rs. 5.95 Lakh
2017 Volvo XC90 T8 Excellence (4 STR),"42,000 km  |  Petrol  |  Anna Road H O, Chennai",Rs. 70 Lakh
2018 Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],"65,000 km  |  Diesel  |  Saligramam South, Chennai",Rs. 22.5 Lakh
2018 Skoda Octavia 1.8 TSI L&K,"52,000 km  |  Petrol  |  Kolathur-Cpt, Chennai",Rs. 12.75 Lakh
2022 Mahindra XUV300 W6 1.2 Petrol AMT [2021],"40,000 km  |  Petrol  |  Kolathur-Cpt, Chennai",Rs. 9 Lakh
2018 Mercedes-Benz SLC 43 AMG,"8,900 km  |  Petrol  |  Alwarpet, Chennai",Rs. 57 Lakh
2016 Toyota Fortuner 2.8 4x4 AT [2016-2020],"94,000 km  |  Diesel  |  Ashok Nagar, Chennai",Rs. 25.75 Lakh
2019 Hyundai Venue SX (O) 1.0 Turbo,"90,000 km  |  Petrol  |  Kolathur-Cpt, Chennai",Rs. 7.45 Lakh
2020 Audi Q8 55 TFSI quattro,"44,800 km  |  Petrol  |  Alwarpet, Chennai",Rs. 76 Lakh
2018 Renault Kwid 1.0 RXT AMT Opt [2016-2019],"30,476 km  |  Petrol  |  Koyambedu, Chennai",Rs. 3.9 Lakh
2014 Maruti Suzuki Ertiga Vxi,"15,000 km  |  Petrol  |  Goudiyamath Road, Chennai",Rs. 6.25 Lakh
2024 Renault Triber RXZ Dual Tone [2024-2025],"15,567 km  |  Petrol  |  Koyambedu, Chennai",Rs. 8 Lakh
2024 Tata Nexon Creative 1.2 Petrol 6MT Dark Edition [2023-2025],"6,000 km  |  Petrol  |  T Nagar, Chennai",Rs. 10.2 Lakh
2019 Volkswagen Polo Trendline 1.0L (P),"35,000 km  |  Petrol  |  Goudiyamath Road, Chennai",Rs. 6.25 Lakh
2021 Maruti Suzuki Vitara Brezza VXi AT SHVS,"12,000 km  |  Petrol  |  Goudiyamath Road, Chennai",Rs. 9.1 Lakh
2019 Tata Nexon XZA Plus Diesel,"40,000 km  |  Diesel  |  Goudiyamath Road, Chennai",Rs. 8.25 Lakh
2023 Hyundai Verna SX 1.5 Petrol MT,"12,500 km  |  Petrol  |  Goudiyamath Road, Chennai",Rs. 13.25 Lakh
2023 Honda City Hybrid eHEV ZX eHEV,"46,034 km  |  Hybrid (Electric + Petrol)  |  Adyar, Chennai",Rs. 17 Lakh
2021 Volkswagen T-Roc 1.5 TSI,"25,230 km  |  Petrol  |  Adyar, Chennai",Rs. 19.75 Lakh
2023 Mercedes-Benz C-Class C 300d [2022-2023],"12,913 km  |  Diesel  |  Adyar, Chennai",Rs. 58 Lakh
2018 Hyundai Elite i20 Magna Executive 1.2,"57,091 km  |  Petrol  |  Koyambedu, Chennai",Rs. 5.5 Lakh
2018 Volkswagen Vento Highline Diesel AT [2015-2016],"86,838 km  |  Diesel  |  Koyambedu, Chennai",Rs. 8.5 Lakh
2022 Maruti Suzuki Ciaz Sigma Hybrid 1.5 [2018-2020],"88,545 km  |  Petrol  |  Koyambedu, Chennai",Rs. 7 Lakh
2017 BMW 7-Series 730d Sedan,"36,000 km  |  Diesel  |  Adyar, Chennai",Rs. 52 Lakh
2018 Mercedes-Benz C-Class C 220d,"22,300 km  |  Diesel  |  Adyar, Chennai",Rs. 34 Lakh
2015 Mercedes-Benz C-Class C 220d,"82,000 km  |  Diesel  |  Adyar, Chennai",Rs. 22 Lakh
2023 BMW i7 xDrive60,"9,500 km  |  Electric  |  Adyar, Chennai",Rs. 1.75 Crore
2023 Hyundai Alcazar Platinum 7 STR 1.5 Diesel,"65,000 km  |  Diesel  |  Adyar, Chennai",Rs. 17.5 Lakh
2018 Mercedes-Benz GLS 350 d,"48,700 km  |  Diesel  |  Adyar, Chennai",Rs. 57 Lakh
2016 BMW 7-Series 730Ld,"89,000 km  |  Diesel  |  Adyar, Chennai",Rs. 35 Lakh
2013 BMW 6-Series 640d Coupe,"63,000 km  |  Diesel  |  Adyar, Chennai",Rs. 27.5 Lakh
2019 Mercedes-Benz CLA 200 D Urban Sport,"44,900 km  |  Diesel  |  Adyar, Chennai",Rs. 27.5 Lakh
2017 Audi A6 35 TDI Matrix,"43,000 km  |  Diesel  |  Adyar, Chennai",Rs. 28 Lakh
2018 Mercedes-Benz SLC 43 AMG,"8,900 km  |  Petrol  |  Alwarpet, Chennai",Rs. 57 Lakh
2016 Toyota Fortuner 2.8 4x4 AT [2016-2020],"94,000 km  |  Diesel  |  Ashok Nagar, Chennai",Rs. 25.75 Lakh
2019 Hyundai Venue SX (O) 1.0 Turbo,"90,000 km  |  Petrol  |  Kolathur-Cpt, Chennai",Rs. 7.45 Lakh
2020 Audi Q8 55 TFSI quattro,"44,800 km  |  Petrol  |  Alwarpet, Chennai",Rs. 76 Lakh
2018 Renault Kwid 1.0 RXT AMT Opt [2016-2019],"30,476 km  |  Petrol  |  Koyambedu, Chennai",Rs. 3.9 Lakh
2014 Maruti Suzuki Ertiga Vxi,"15,000 km  |  Petrol  |  Goudiyamath Road, Chennai",Rs. 6.25 Lakh
2024 Renault Triber RXZ Dual Tone [2024-2025],"15,567 km  |  Petrol  |  Koyambedu, Chennai",Rs. 8 Lakh
2024 Tata Nexon Creative 1.2 Petrol 6MT Dark Edition [2023-2025],"6,000 km  |  Petrol  |  T Nagar, Chennai",Rs. 10.2 Lakh
2019 Volkswagen Polo Trendline 1.0L (P),"35,000 km  |  Petrol  |  Goudiyamath Road, Chennai",Rs. 6.25 Lakh
2021 Maruti Suzuki Vitara Brezza VXi AT SHVS,"12,000 km  |  Petrol  |  Goudiyamath Road, Chennai",Rs. 9.1 Lakh
2019 Tata Nexon XZA Plus Diesel,"40,000 km  |  Diesel  |  Goudiyamath Road, Chennai",Rs. 8.25 Lakh
2023 Hyundai Verna SX 1.5 Petrol MT,"12,500 km  |  Petrol  |  Goudiyamath Road, Chennai",Rs. 13.25 Lakh
2023 Honda City Hybrid eHEV ZX eHEV,"46,034 km  |  Hybrid (Electric + Petrol)  |  Adyar, Chennai",Rs. 17 Lakh
2021 Volkswagen T-Roc 1.5 TSI,"25,230 km  |  Petrol  |  Adyar, Chennai",Rs. 19.75 Lakh
2023 Mercedes-Benz C-Class C 300d [2022-2023],"12,913 km  |  Diesel  |  Adyar, Chennai",Rs. 58 Lakh
2018 Hyundai Elite i20 Magna Executive 1.2,"57,091 km  |  Petrol  |  Koyambedu, Chennai",Rs. 5.5 Lakh
2018 Volkswagen Vento Highline Diesel AT [2015-2016],"86,838 km  |  Diesel  |  Koyambedu, Chennai",Rs. 8.5 Lakh
2022 Maruti Suzuki Ciaz Sigma Hybrid 1.5 [2018-2020],"88,545 km  |  Petrol  |  Koyambedu, Chennai",Rs. 7 Lakh
2017 BMW 7-Series 730d Sedan,"36,000 km  |  Diesel  |  Adyar, Chennai",Rs. 52 Lakh
2018 Mercedes-Benz C-Class C 220d,"22,300 km  |  Diesel  |  Adyar, Chennai",Rs. 34 Lakh
2017 Audi A6 35 TDI Matrix,"43,000 km  |  Diesel  |  Adyar, Chennai",Rs. 28 Lakh
2012 Audi Q5 2.0 TDI quattro,"77,000 km  |  Diesel  |  Adyar, Chennai",Rs. 17 Lakh
2024 MG Hector Plus Blackstorm 2.0 Turbo Diesel 7 STR,"12,200 km  |  Diesel  |  Adyar, Chennai",Rs. 22.5 Lakh
2014 BMW 3-Series 320d Prestige,"27,000 km  |  Diesel  |  Adyar, Chennai",Rs. 19 Lakh
2017 Mercedes-Benz GLE 250 d,"98,000 km  |  Diesel  |  Adyar, Chennai",Rs. 30 Lakh
2019 Audi A3 35 TDI Premium + Sunroof,"12,000 km  |  Diesel  |  Adyar, Chennai",Rs. 25 Lakh
2014 Maserati Quattroporte Diesel,"44,000 km  |  Diesel  |  Adyar, Chennai",Rs. 35 Lakh
2013 Toyota Prado VX L,"1,51,000 km  |  Diesel  |  Adyar, Chennai",Rs. 42 Lakh
2018 BMW 3 Series GT 320d Sport Line [2014-2016],"65,800 km  |  Diesel  |  Adyar, Chennai",Rs. 26 Lakh
2024 Mercedes-Benz GLS 450d 4MATIC,"10,000 km  |  Diesel  |  Adyar, Chennai",Rs. 1.2 Crore
2022 Mercedes-Benz S-Class S 350d,"32,200 km  |  Diesel  |  Adyar, Chennai",Rs. 1.25 Crore
2020 BMW X7 xDrive30d DPE Signature [2019-2020],"1,17,000 km  |  Diesel  |  Adyar, Chennai",Rs. 72 Lakh
2019 Mercedes-Benz E-Class E 220 d Avantgarde,"1,00,000 km  |  Diesel  |  Adyar, Chennai",Rs. 36.5 Lakh
2020 Mercedes-Benz GLE 300d 4MATIC LWB [2020-2023],"61,000 km  |  Diesel  |  Adyar, Chennai",Rs. 53 Lakh
2021 Hyundai Elite i20 Sportz 1.2 IVT [2020-2023],"30,578 km  |  Petrol  |  Koyambedu, Chennai",Rs. 6.9 Lakh
2024 BMW X5 xDrive30d M Sport,"15,000 km  |  Diesel  |  Adyar, Chennai",Rs. 1.05 Crore
2015 Mercedes-Benz S-Class S 350D [2018-2020],"68,000 km  |  Diesel  |  Adyar, Chennai",Rs. 40 Lakh
2017 Volvo S90 D4 Inscription,"39,000 km  |  Diesel  |  Adyar, Chennai",Rs. 30 Lakh
